weight_path,method_name,sparsity,descriptor_dim,flops,model_memory,extraction_lat_cpu_bs1,extraction_lat_gpu_bs1,MapillarySLS_R1,MapillarySLS_R5,MapillarySLS_R10,MapillarySLS_map_memory,MapillarySLS_total_memory,MapillarySLS_matching_lat,MapillarySLS_total_cpu_lat_bs1,MapillarySLS_total_gpu_lat_bs1,Pitts30k_Val_R1,Pitts30k_Val_R5,Pitts30k_Val_R10,Pitts30k_Val_map_memory,Pitts30k_Val_total_memory,Pitts30k_Val_matching_lat,Pitts30k_Val_total_cpu_lat_bs1,Pitts30k_Val_total_gpu_lat_bs1,AmsterTime_R1,AmsterTime_R5,AmsterTime_R10,AmsterTime_map_memory,AmsterTime_total_memory,AmsterTime_matching_lat,AmsterTime_total_cpu_lat_bs1,AmsterTime_total_gpu_lat_bs1,SVOX_R1,SVOX_R5,SVOX_R10,SVOX_map_memory,SVOX_total_memory,SVOX_matching_lat,SVOX_total_cpu_lat_bs1,SVOX_total_gpu_lat_bs1
ResNet34_MixVPR_agg_0.50_sparsity_0.601_R1_0.910.ckpt,ResNet34_MixVPR,0.601,,6554730496.0,36.34991455078125,151.8990159034729,18.70125532150269,,,,,,14.947080612182615,290.7325863838196,33.43299627304077,,,,,,7.801032066345215,158.25283527374268,26.362383365631104,,,,,,1.0080337524414062,151.11387968063354,19.564342498779297,,,,,,13.565659523010254,165.46467542648315,32.26691484451294
ResNet34_MixVPR_agg_0.50_sparsity_0.634_R1_0.905.ckpt,ResNet34_MixVPR,0.634,,6554730496.0,36.34991455078125,143.15340518951416,18.45729351043701,,,,,,13.796281814575195,249.30089712142944,31.812798976898193,,,,,,6.923937797546387,148.70848655700684,24.623775482177734,,,,,,0.9307384490966796,142.72128343582153,18.747127056121823,,,,,,12.11094856262207,155.26435375213623,30.56824207305908
ResNet34_MixVPR_agg_0.50_sparsity_0.666_R1_0.903.ckpt,ResNet34_MixVPR,0.666,,6554730496.0,36.34991455078125,134.10894870758057,15.832853317260742,,,,,,11.67309284210205,234.47790145874023,27.833056449890137,,,,,,6.055927276611328,139.96447324752808,21.8625545501709,,,,,,0.7628440856933594,135.40488481521606,16.59318208694458,,,,,,10.6093168258667,144.7182655334473,26.44217014312744
ResNet34_MixVPR_agg_0.50_sparsity_0.677_R1_0.902.ckpt,ResNet34_MixVPR,0.677,,6554730496.0,36.34991455078125,130.9256076812744,16.39230251312256,,,,,,10.03437042236328,209.6765398979187,26.160287857055664,,,,,,5.520105361938477,136.07650995254517,21.516084671020508,,,,,,0.7093191146850586,131.52318000793457,17.020797729492188,,,,,,9.122490882873535,140.04809856414795,25.514793395996097
ResNet34_MixVPR_agg_0.75_sparsity_0.064_R1_0.928.ckpt,ResNet34_MixVPR,0.064,,6554730496.0,36.34991455078125,280.10404109954834,33.968424797058105,,,,,,33.27023983001709,396.8954086303711,67.90878772735596,,,,,,17.554092407226562,298.2059597969055,53.4926176071167,,,,,,2.049899101257324,282.77926445007324,36.59107685089111,,,,,,30.45041561126709,310.55445671081543,64.4188404083252
ResNet34_MixVPR_agg_0.75_sparsity_0.126_R1_0.930.ckpt,ResNet34_MixVPR,0.126,,6554730496.0,36.34991455078125,267.379629611969,27.09641456604004,,,,,,31.48608207702637,370.81819772720337,58.429110050201416,,,,,,16.640925407409668,282.110595703125,43.03423166275024,,,,,,1.902174949645996,267.0677065849304,29.407191276550293,,,,,,28.647732734680176,296.02736234664917,55.744147300720215
ResNet34_MixVPR_agg_0.75_sparsity_0.185_R1_0.927.ckpt,ResNet34_MixVPR,0.185,,6554730496.0,36.34991455078125,252.146315574646,29.11221981048584,,,,,,30.096983909606937,360.8858585357666,58.034515380859375,,,,,,15.764904022216797,272.0917224884033,43.81294250488281,,,,,,1.8309354782104492,252.96208858489987,31.974244117736816,,,,,,26.98662281036377,279.13293838500977,56.09884262084961
ResNet34_MixVPR_agg_0.75_sparsity_0.241_R1_0.923.ckpt,ResNet34_MixVPR,0.241,,6554730496.0,36.34991455078125,237.94121742248535,26.040756702423096,,,,,,28.212928771972656,361.96476221084595,53.33950519561768,,,,,,14.858531951904297,253.0705451965332,41.359758377075195,,,,,,1.7268896102905271,240.1681900024414,29.244399070739743,,,,,,26.082587242126465,264.0238046646118,52.12334394454956
ResNet34_MixVPR_agg_0.75_sparsity_0.295_R1_0.926.ckpt,ResNet34_MixVPR,0.295,,6554730496.0,36.34991455078125,226.46961212158203,25.628602504730225,,,,,,26.59738063812256,338.9885187149048,53.7930965423584,,,,,,13.996005058288574,238.8628602027893,39.92639780044556,,,,,,1.5996217727661133,226.4410495758057,28.006470203399655,,,,,,24.03590679168701,250.50551891326904,49.66450929641723
ResNet34_MixVPR_agg_0.75_sparsity_0.346_R1_0.927.ckpt,ResNet34_MixVPR,0.346,,6554730496.0,36.34991455078125,212.18833923339844,26.923251152038578,,,,,,24.86250400543213,339.60551023483276,53.86625528335571,,,,,,13.221359252929688,225.58159828186035,41.97617769241333,,,,,,1.6217708587646484,215.8175230026245,28.96430492401123,,,,,,22.570323944091797,234.75866317749023,49.49357509613037
