weight_path,method_name,sparsity,descriptor_dim,flops,model_memory,extraction_lat_cpu_bs1,extraction_lat_gpu_bs1,MapillarySLS_R1,MapillarySLS_R5,MapillarySLS_R10,MapillarySLS_map_memory,MapillarySLS_total_memory,MapillarySLS_matching_lat,MapillarySLS_total_cpu_lat_bs1,MapillarySLS_total_gpu_lat_bs1,Pitts30k_Val_R1,Pitts30k_Val_R5,Pitts30k_Val_R10,Pitts30k_Val_map_memory,Pitts30k_Val_total_memory,Pitts30k_Val_matching_lat,Pitts30k_Val_total_cpu_lat_bs1,Pitts30k_Val_total_gpu_lat_bs1,AmsterTime_R1,AmsterTime_R5,AmsterTime_R10,AmsterTime_map_memory,AmsterTime_total_memory,AmsterTime_matching_lat,AmsterTime_total_cpu_lat_bs1,AmsterTime_total_gpu_lat_bs1,SVOX_R1,SVOX_R5,SVOX_R10,SVOX_map_memory,SVOX_total_memory,SVOX_matching_lat,SVOX_total_cpu_lat_bs1,SVOX_total_gpu_lat_bs1
ResNet34_ConvAP_agg_0.75_sparsity_0.076_R1_0.924.ckpt,ResNet34_ConvAP,0.076,3892.0,7115877900.0,76.8866958618164,31.001551151275635,1.663672924041748,0.8283783793449402,0.887837827205658,0.912162184715271,280.1739959716797,357.0606918334961,6.759083271026611,26.2480902671814,8.374147415161133,0.9235015511512756,0.9756835103034972,0.9844900369644164,148.468017578125,225.3547134399414,6.556606292724609,26.06995820999145,8.223159313201904,0.3160032629966736,0.5028432011604309,0.5653939843177795,18.276412963867188,95.1631088256836,6.885850429534912,32.02864170074463,8.601937294006348,0.403402179479599,0.5917375683784485,0.6767922043800354,254.8601989746093,331.7468948364258,7.141590118408203,38.14314126968384,8.805263042449951
ResNet34_MixVPR_agg_0.00_sparsity_0.064_R1_0.929.ckpt,ResNet34_MixVPR,0.064,3904.0,6198635904.0,34.02211380004883,,,0.8135135173797607,0.8851351141929626,0.9067567586898804,281.037841796875,315.0599555969238,,,,0.8958990573883057,0.9667455554008484,0.9785751700401306,148.92578125,182.94789505004883,,,,0.390739232301712,0.5824533104896545,0.6393176317214966,18.332763671875,52.35487747192383,,,,0.4046172499656677,0.543134868144989,0.6172539591789246,255.64599609375,289.6681098937988,,,
ResNet34_MixVPR_agg_0.00_sparsity_0.126_R1_0.930.ckpt,ResNet34_MixVPR,0.126,3712.0,5855997312.0,31.786590576171875,,,0.820270299911499,0.887837827205658,0.9054054021835328,267.21630859375,299.0028991699219,,,,0.8939274549484253,0.9676656126976012,0.9787065982818604,141.6015625,173.38815307617188,,,,0.3850528001785278,0.5662063360214233,0.637692928314209,17.43115234375,49.21774291992188,,,,0.3523693680763244,0.4981774091720581,0.5662211179733276,243.0732421875,274.8598327636719,,,
ResNet34_MixVPR_agg_0.00_sparsity_0.185_R1_0.926.ckpt,ResNet34_MixVPR,0.185,3520.0,5526814720.0,29.64334487915039,,,0.8121621608734131,0.883783757686615,0.908108115196228,253.394775390625,283.0381202697754,,,,0.894453227519989,0.9654311537742616,0.9777865409851074,134.27734375,163.9206886291504,,,,0.3728675842285156,0.5491470098495483,0.637692928314209,16.529541015625,46.17288589477539,,,,0.3705953955650329,0.533414363861084,0.6123936772346497,230.50048828125,260.1438331604004,,,
ResNet34_MixVPR_agg_0.00_sparsity_0.241_R1_0.925.ckpt,ResNet34_MixVPR,0.241,3328.0,5211088128.0,27.59237670898437,,,0.8135135173797607,0.8810811042785645,0.9094594717025756,239.5732421875,267.1656188964844,,,,0.890247106552124,0.9641166925430298,0.9754205942153932,126.953125,154.54550170898438,,,,0.3704305589199066,0.5572705268859863,0.6344435214996338,15.6279296875,43.220306396484375,,,,0.340218722820282,0.4945321977138519,0.5650060772895813,217.927734375,245.5201110839844,,,
ResNet34_MixVPR_agg_0.00_sparsity_0.295_R1_0.927.ckpt,ResNet34_MixVPR,0.295,3136.0,4908817536.0,25.633686065673828,,,0.7972972989082336,0.8851351141929626,0.9040540456771852,225.751708984375,251.38539505004883,,,,0.8939274549484253,0.9654311537742616,0.9772607684135436,119.62890625,145.26259231567383,,,,0.3769293129444122,0.5621445775032043,0.6368805766105652,14.726318359375,40.36000442504883,,,,0.3256379067897796,0.4896719455718994,0.5516403317451477,205.35498046875,230.98866653442383,,,
ResNet34_MixVPR_agg_0.00_sparsity_0.346_R1_0.930.ckpt,ResNet34_MixVPR,0.346,2944.0,4620002944.0,23.76727294921875,,,0.7986486554145813,0.8797297477722168,0.8959459662437439,211.93017578125,235.69744873046875,,,,0.8912986516952515,0.9651682376861572,0.9779179692268372,112.3046875,136.07196044921875,,,,0.3874898552894592,0.5978878736495972,0.6628757119178772,13.82470703125,37.59197998046875,,,,0.3584447205066681,0.5151883363723755,0.5783718228340149,192.7822265625,216.54949951171875,,,
ResNet34_MixVPR_agg_0.00_sparsity_0.395_R1_0.923.ckpt,ResNet34_MixVPR,0.395,2752.0,4344644352.0,21.99313735961914,,,0.7972972989082336,0.8729729652404785,0.8959459662437439,198.108642578125,220.1017799377441,,,,0.8855152726173401,0.960567831993103,0.9760777950286864,104.98046875,126.97360610961914,,,,0.3793663680553436,0.5848903059959412,0.6539399027824402,12.923095703125,34.91623306274414,,,,0.373025506734848,0.5358444452285767,0.6245443224906921,180.20947265625,202.2026100158692,,,
ResNet34_MixVPR_agg_0.00_sparsity_0.441_R1_0.923.ckpt,ResNet34_MixVPR,0.441,2560.0,4082741760.0,20.311279296875,,,0.791891872882843,0.8648648858070374,0.8918918967247009,184.287109375,204.598388671875,,,,0.8838065266609192,0.959253430366516,0.9751577377319336,97.65625,117.967529296875,,,,0.3785540163516998,0.5686433911323547,0.641754686832428,12.021484375,32.332763671875,,,,0.3438639044761657,0.5309842228889465,0.5941676497459412,167.63671875,187.947998046875,,,
ResNet34_MixVPR_agg_0.00_sparsity_0.485_R1_0.921.ckpt,ResNet34_MixVPR,0.485,2368.0,3834295168.0,18.721698760986328,,,0.7824324369430542,0.8648648858070374,0.8918918967247009,170.465576171875,189.18727493286133,,,,0.8781545758247375,0.9599106311798096,0.975814938545227,90.33203125,109.05373001098631,,,,0.375304639339447,0.5662063360214233,0.6303818225860596,11.119873046875,29.841571807861328,,,,0.2952612340450287,0.4835965931415558,0.557715654373169,155.06396484375,173.78566360473633,,,
